student_id,first_name,last_name,email,programme,mode,entry_year,entry_qualification,prior_avg_mark,created_at
394,Daniel,Tanaka,rf02z6@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,68.6,2026-07-09T00:00:00Z
395,Ella,Sato,xabo4t@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:2,60.4,2026-07-09T00:00:00Z
396,Emily,Robinson,hbt9mt@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,71.1,2026-07-09T00:00:00Z
397,Li,Fernandez,xy3mfj@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,65.1,2026-07-09T00:00:00Z
398,Olivia,Ivanov,i90196@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,67.3,2026-07-09T00:00:00Z
399,Leo,Abubakar,ajkyiv@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,First,76.4,2026-07-09T00:00:00Z
400,Olivia,Martinez,qwbx6w@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:2,47.7,2026-07-09T00:00:00Z
401,Jun,Yang,ilvorj@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,60.1,2026-07-09T00:00:00Z
402,Sophie,Ibrahim,tih2ah@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,59.3,2026-07-09T00:00:00Z
403,Wei,Zhang,y01s29@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,First,71.8,2026-07-09T00:00:00Z
404,Isabela,Ivanov,nrmr7x@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,69.0,2026-07-09T00:00:00Z
405,Noah,Fernandez,v9ls10@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,62.2,2026-07-09T00:00:00Z
406,Oliver,Ali,eap0cw@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,60.4,2026-07-09T00:00:00Z
407,George,Hussain,femksb@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,54.9,2026-07-09T00:00:00Z
408,Fatima,Ibrahim,qhaxyt@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,69.3,2026-07-09T00:00:00Z
409,Valentina,Begum,gg5c4o@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,57.6,2026-07-09T00:00:00Z
410,Minh,Petrov,spk8td@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,55.6,2026-07-09T00:00:00Z
411,Hao,Robinson,dhn59d@student.sunderland.ac.uk,MSc Applied Cybersecurity,PT,2025,2:2,57.1,2026-07-09T00:00:00Z
412,Somchai,Ivanov,nadha3@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,59.5,2026-07-09T00:00:00Z
413,Yasmin,White,zstnvr@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,71.8,2026-07-09T00:00:00Z
414,Arjun,Wang,ns2uat@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,64.5,2026-07-09T00:00:00Z
415,Duc,Chowdhury,a2p1su@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,62.7,2026-07-09T00:00:00Z
416,Nok,Li,eg1wby@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,First,84.3,2026-07-09T00:00:00Z
417,Hao,Yang,deazfu@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,71.3,2026-07-09T00:00:00Z
418,Diego,Reddy,czndrd@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,International equivalent,62.2,2026-07-09T00:00:00Z
419,Duc,Huang,dlpkjz@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,66.2,2026-07-09T00:00:00Z
420,Katarzyna,Rodriguez,dod1yf@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:1,63.3,2026-07-09T00:00:00Z
421,Ngozi,Burns,mjhhyr@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,60.6,2026-07-09T00:00:00Z
422,Diego,Wilson,iq3jgi@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,63.5,2026-07-09T00:00:00Z
423,Li,Costa,bm0ss7@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,76.8,2026-07-09T00:00:00Z
424,Adaeze,Fraser,gwgpde@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,55.4,2026-07-09T00:00:00Z
425,Isabela,Sato,ilw1e5@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,66.7,2026-07-09T00:00:00Z
426,Layla,O'Brien,oc8zcp@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,65.1,2026-07-09T00:00:00Z
427,Somchai,MacDonald,s6jry9@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,61.8,2026-07-09T00:00:00Z
428,Zainab,Evans,fcqsz3@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,68.0,2026-07-09T00:00:00Z
429,Adaeze,MacDonald,newxnw@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,58.2,2026-07-09T00:00:00Z
430,Lucy,Chowdhury,xkn790@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,83.5,2026-07-09T00:00:00Z
431,Chiamaka,Wang,eppiat@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,65.2,2026-07-09T00:00:00Z
432,George,Jones,evpjgg@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,74.6,2026-07-09T00:00:00Z
433,Elena,Ivanov,m3tdn2@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,53.6,2026-07-09T00:00:00Z
434,Vikram,Eze,wj0fmk@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,61.7,2026-07-09T00:00:00Z
435,Leo,Liu,uqz5xr@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,70.8,2026-07-09T00:00:00Z
436,Anna,MacDonald,fau5j4@student.sunderland.ac.uk,MSc Cybersecurity,PT,2025,First,69.8,2026-07-09T00:00:00Z
437,Camila,Popescu,t8qxbo@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,68.6,2026-07-09T00:00:00Z
438,Leo,Novak,g2ant3@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,70.7,2026-07-09T00:00:00Z
439,Nok,Adeyemi,jhvr67@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,64.3,2026-07-09T00:00:00Z
440,Yan,Johnson,z32hg1@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,66.8,2026-07-09T00:00:00Z
441,Sofia,Lopez,r1proe@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,63.8,2026-07-09T00:00:00Z
442,Grace,Sato,krozbj@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,81.2,2026-07-09T00:00:00Z
443,Camila,Roberts,tvdssx@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,69.7,2026-07-09T00:00:00Z
444,Sophie,Murphy,ufs75q@student.sunderland.ac.uk,MSc Data Science,PT,2025,First,73.2,2026-07-09T00:00:00Z
445,Andrei,Murphy,krgem3@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,64.3,2026-07-09T00:00:00Z
446,Emeka,Martinez,gwcj2m@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,69.4,2026-07-09T00:00:00Z
447,Emeka,Kim,ep3wch@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,International equivalent,70.8,2026-07-09T00:00:00Z
448,Samuel,Kelly,nhc0ou@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:2,51.7,2026-07-09T00:00:00Z
449,Wei,Eze,tg4sjw@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,69.7,2026-07-09T00:00:00Z
450,Samuel,Li,b05kvq@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,64.9,2026-07-09T00:00:00Z
451,Samuel,Mensah,eretje@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,68.2,2026-07-09T00:00:00Z
452,Arjun,Le,r141oo@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:2,56.1,2026-07-09T00:00:00Z
453,Adam,Wright,e1zigx@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,PT,2025,International equivalent,56.2,2026-07-09T00:00:00Z
454,Matteo,Kowalski,s74ryi@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,53.7,2026-07-09T00:00:00Z
455,Emily,Diallo,dnm0nb@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,76.2,2026-07-09T00:00:00Z
456,Adam,Nair,lyw04r@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,64.0,2026-07-09T00:00:00Z
457,Katarzyna,Sato,umgiq9@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,58.7,2026-07-09T00:00:00Z
458,Thomas,Burns,cjyciq@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,67.0,2026-07-09T00:00:00Z
459,Omar,Walker,n1gulf@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:2,47.9,2026-07-09T00:00:00Z
460,Arjun,Liu,ijw2dy@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:2,50.1,2026-07-09T00:00:00Z
461,Chinedu,Novak,p13lq4@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,78.6,2026-07-09T00:00:00Z
462,Emily,Kowalski,pwettv@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,60.5,2026-07-09T00:00:00Z
463,Ling,Huang,zffots@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,62.2,2026-07-09T00:00:00Z
464,Linh,Huang,sg6qj1@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:2,59.1,2026-07-09T00:00:00Z
465,Hao,Davies,e3795l@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,56.6,2026-07-09T00:00:00Z
466,Charlotte,Wright,hlg9ha@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,56.3,2026-07-09T00:00:00Z
467,Yasmin,Yang,ylbza5@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,67.6,2026-07-09T00:00:00Z
468,Diego,Garcia,d79jft@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,66.8,2026-07-09T00:00:00Z
469,Mei,Park,wcad36@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,First,75.8,2026-07-09T00:00:00Z
470,Olivia,Stewart,q4q90u@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,65.4,2026-07-09T00:00:00Z
471,Nadia,Kumar,jv9rpo@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,65.4,2026-07-09T00:00:00Z
472,Somchai,Lopez,lcdecb@student.sunderland.ac.uk,MSc Computer Science,PT,2025,First,69.9,2026-07-09T00:00:00Z
473,Camila,Yang,rq7mcq@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,65.6,2026-07-09T00:00:00Z
474,Wei,Kumar,gwk7kt@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,66.2,2026-07-09T00:00:00Z
475,Isabela,Kelly,vp4zei@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,First,66.8,2026-07-09T00:00:00Z
476,Hana,Silva,hizjh2@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,64.5,2026-07-09T00:00:00Z
477,Zara,Hussain,fw9geo@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,52.8,2026-07-09T00:00:00Z
478,Yasmin,Pham,upbi45@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,74.2,2026-07-09T00:00:00Z
479,Wei,Fraser,gw4t11@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,68.1,2026-07-09T00:00:00Z
480,Vikram,Taylor,xdojfe@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,68.4,2026-07-09T00:00:00Z
481,Thomas,Adeyemi,n6zsfe@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,64.0,2026-07-09T00:00:00Z
482,Thomas,Burns,u8nxsv@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,66.9,2026-07-09T00:00:00Z
483,Priya,Pham,gx22lr@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,64.2,2026-07-09T00:00:00Z
484,Grace,Novak,g6xjy6@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,68.3,2026-07-09T00:00:00Z
485,Zara,Begum,jhzf2s@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,58.8,2026-07-09T00:00:00Z
486,Maya,Zhao,k723mf@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,77.4,2026-07-09T00:00:00Z
487,Ngozi,Park,peruqs@student.sunderland.ac.uk,MSc Computer Science,PT,2025,First,69.9,2026-07-09T00:00:00Z
488,Mei,Popescu,se64os@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,75.7,2026-07-09T00:00:00Z
489,Miguel,O'Brien,d8nij0@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,56.6,2026-07-09T00:00:00Z
490,Grace,Malik,e4or3o@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,62.9,2026-07-09T00:00:00Z
491,Jack,Garcia,xt6bpq@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,67.4,2026-07-09T00:00:00Z
492,Carlos,Smith,q5cwl3@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,64.9,2026-07-09T00:00:00Z
493,Li,Kim,llm782@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,65.3,2026-07-09T00:00:00Z
494,Ngozi,Eze,z5jbin@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,First,74.0,2026-07-09T00:00:00Z
495,Matteo,Zhao,ek0pij@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,74.9,2026-07-09T00:00:00Z
496,Lucia,Eze,lbu8b1@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,63.8,2026-07-09T00:00:00Z
497,Divya,Chowdhury,awxtnp@student.sunderland.ac.uk,MSc Computer Science,PT,2025,International equivalent,58.4,2026-07-09T00:00:00Z
498,Priya,Eze,iqatkn@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,72.9,2026-07-09T00:00:00Z
499,Rohan,Nair,dh8a42@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,61.8,2026-07-09T00:00:00Z
500,George,Osei,la67pd@student.sunderland.ac.uk,MSc Data Science,PT,2025,International equivalent,59.0,2026-07-09T00:00:00Z
